city,date_from,date_to,pattern,state,status,territory_id,url
Centro do Guilherme,2024-01-04,2025-02-06,aratext,MA,valido,2103158,https://centrodoguilherme.ma.gov.br/diariooficial
Maranhãozinho,2024-01-02,2025-02-05,aratext,MA,valido,2106375,https://maranhaozinho.ma.gov.br/diariooficial
